Gene_name	FeAnBF	FeAnO	FeAnSF	FeAtO	FeAtSF	FeBrBF	FeBrO	FeBrSF	FeFLO	FeFLSF	FeHLBF	FeHLO	FeHLSF	FeMLO	FeMLSF	FeOsSF	FeOvO	FeOvSF	FePaSF	FeRsBF	FeRsSF	MaAn	MaAT	MaBr	MaFL	MaHL	MaML	MaRs
Ir117	2.684235059	3.942718613	3.896564651	0	0	0.006532737	0.024198458	0.016472354	0.517094513	0.252827518	0.041563931	0.049867469	0.066614405	0.347669061	0.285357515	0	0.012966557	0.054630264	0.046952899	0.017888542	0.012327719	0.360397697	0	0	0.117687651	0.025030582	0.03652569	0.038438857
Ir118	0	0.007310818	0.002305606	0	0	0	0	0	0.443298053	0.310948365	0.030123465	0.034831965	0.011265035	0.224264667	0.136726198	0	0	0	0.008822347	0.005041842	0.010423612	0	0	0	0.452317068	0.005291104	0.452964594	0
Ir119	0.00777237	0.020279088	0	0	0	0	0.022702118	0	0.346994482	0.194067634	0.044564287	0.014238511	0.009999233	0.23201798	0.071389655	0	0	0.006406501	0	0.011188244	0.005782704	0	0	0.010005468	0.451678115	0.020547429	0.205602176	0.018030971
Ir120	0.025324105	0.071737335	0.057154723	0.01922176	0.012560476	0.011410794	0.021133809	0.038363258	1.43009021	1.231175755	0.108900127	0.196930684	0.125664506	0.882742506	0.62304608	0.621755317	0.016986687	0.005963952	0.109350744	0.25517701	0.25301275	0.013684982	0.003266177	0.111771508	1.289461222	0.043721191	0.988895747	0.243388435
Ir121	0.003594085	0.00375097	0.00236588	0	0.006239194	0.017004288	0.026244609	0.00238203	1.0624419	0.884109173	0.087581122	0.159901067	0.087852534	0.802337646	0.503432424	0.571073746	0	0	0	0.367327982	0.390408434	0	0.012979313	0	1.123224162	0	0.792284378	0.329344612
Ir122	0.011617485	0.016166162	0	0	0	0	0	0	0.396128111	0.286494788	0	0.002026914	0	0.207745833	0.195630605	0	0	0	0	0	0.00576234	0	0.031465681	0	0.600115821	0.005850024	0.466666479	0
Ir123	0.003759971	0.00784818	0.004950147	0	0	0	0	0	0.250978816	0.229490061	0.010779203	0.007872053	0.004837232	0.146401289	0.094972713	0	0	0	0	0.005412438	0	0	0.081470097	0	0.466141581	0	0.652029834	0
Ir124	0	0.023912431	0.00251375	0	0	0.030111867	0.033461888	0.022778155	2.439761188	1.963488142	0.240848321	0.337791203	0.235814961	1.539759758	1.201324772	0.598510194	0	0	0.00961884	0.137425057	0.14205786	0	0	0.009831769	1.548494005	0.034612637	1.616260403	0.132884373
Ir125	0.011338081	0.007888674	0.002487836	0.002868637	0	0.005960287	0	0.005009654	0.891144138	0.594157648	0.086678283	0.128580355	0.131278249	0.588624309	0.56409567	0	0	0	0	0.027201681	0.02811867	0	0	0	0.673533809	0.045674406	0.622065712	0.008767629
Ir126	0.011556453	0.012060902	0.010143032	0	0	0.012150208	0.022503229	0.035742968	0.654519316	0.534356703	0.01656525	0.058471671	0.056992022	0.433306821	0.256521744	0.345595201	0	0.019051183	0.033960679	0.327163545	0.361120808	0	0	0	0.467621111	0.020367499	0.271735699	0.259159476
Ir127	0	0.019927049	0	0	0	0	0.005576981	0	0.758081342	0.522654595	0.060212009	0.071955492	0.076148541	0.472500469	0.333214645	0.144468187	0	0	0	0.104443059	0.090916893	0	0	0	0.670685531	0.017306313	0.505081255	0.106307376
Ir128	0.023221376	0.02019584	0	0.002937616	0	0.006103608	0.011304416	0.005130098	0.949479944	0.637078764	0.088762521	0.131672157	0.092112993	0.673102837	0.417693494	1.033284784	0.024229633	0	0	0.540401927	0.374333006	0	0	0	0.849665875	0.005846585	0.511894765	0.444433578
Ir129	0.018799821	0.003924097	0.002475078	0.002853927	0	0.011859425	0.005491183	0.004983947	0.743157601	0.6745611	0.070064831	0.098400606	0.055628075	0.435950563	0.336721534	0.101603946	0	0	0	0.189435095	0.083923286	0	0	0	0.48556414	0.011360029	0.254181165	0.082865283
Ir130	0.00363567	0.022766222	0.004786509	0.011038327	0.006311385	0.022934792	0.03185796	0.002409592	0.879329072	0.874165151	0.067748749	0.087535974	0.070159781	0.484455746	0.442468855	0.55803187	0	0.005993519	0.059525382	0.282609322	0.275906123	0	0	0.018721006	0.563415093	0.021968997	0.66253385	0.202423729
Ir131	0.003927823	0.004099276	0	0	0	0.006194437	0	0	1.253032386	0.922616703	0.090083342	0.178860706	0.085903977	0.802069977	0.50508268	0.628347331	0	0.006475142	0	0.32228058	0.490951712	0	0	0	1.024627918	0.032634701	0.877398366	0.400931373
Ir132	0.003805502	0.003971616	0.00250505	0	0	0	0	0	1.563696727	0.992422694	0.14728179	0.171298682	0.139530648	0.879168319	0.672859698	0.32084339	0.02382447	0.025093926	0.043134899	0.290332719	0.215180404	0.028790644	0	0	0.992718406	0.005748794	0.738221804	0.163323341
Ir133	0	0.00797082	0.00251375	0.008695566	0.013258302	0	0.016730963	0.012654524	0.701804009	0.565032479	0.076633458	0.091943139	0.078604905	0.518759588	0.394595815	0.156851011	0	0	0.028856438	0.170407151	0.125010838	0	0.003447631	0	0.650959942	0.017306313	0.572425228	0.119595798
Ir134	0.139006895	0.27734879	0.129182466	0.009309741	0.007097381	0.012895491	0.035825328	0.005419355	2.016658533	1.512354908	0.210976042	0.233253634	0.231431535	1.153251105	0.751052239	1.188765553	0.006398941	0.040439534	0.087534847	0.806280879	0.942968007	0.015465581	0.003691143	0.042104893	1.288281825	0.145141353	1.261765867	0.725577647
Ir135	0.009732659	0.010157498	0.003203361	0	0	0.007674524	0.014213928	0.003225228	2.328640846	1.350077583	0.195313564	0.226691466	0.15651433	1.21688071	0.983347293	0.820563974	0	0	0	0.448322535	0.434470369	0	0	0	1.018073742	0.062486514	1.087043457	0.338678831
Ir136	1.417426024	1.276182477	0.9862293	0.008361686	0.012749211	0.063702397	0.0321771	0.055975803	2.291965882	1.555300799	0.210545952	0.286380341	0.252743292	1.366250621	0.94439482	0.500115352	0.126440413	0.121071121	0.018498946	0.465162046	0.415273469	0	0	0.094542501	1.356257372	0.055472656	1.662133771	0.447236523
Ir137	0.030391472	0.031718085	0.025007235	0.005766996	0.006594797	0.017973491	0.027740448	0.005035588	2.150488145	1.763603261	0.179700083	0.302238064	0.188163	1.189922569	0.881060495	1.552170769	0.005945816	0.012525315	0.095689807	1.328850953	1.294507107	0	0.003429764	0	1.550285257	0.063127684	1.150086754	1.255860014
Ir138	0.318457624	0.541049213	0.380261784	0.002810682	0.019284773	0.011679744	0.010815954	0.009816819	1.418855417	0.828713635	0.196393944	0.250027149	0.188175564	0.861895068	0.765276476	1.140734453	0	0	0.153901281	0.586347062	0.738356026	0.126067854	0.020058953	0.009533828	0.918158005	0.165021551	0.783641131	0.416639114
Ir139	0.018864357	0.043313089	0	0	0	0.011900115	0	0.010002099	0.945217015	0.662919893	0.129794339	0.124410133	0.092222633	0.496207589	0.329213027	0.32624797	0.011810041	0	0	0.238964421	0.325617046	0	0.003406232	0	0.516464176	0.022798052	0.554464172	0.196933035
Ir140	0	0.00804061	0	0.002923898	0	0.024300374	0.028129109	0.107228936	4.9155681	3.348628602	0.474871389	0.548424276	0.448502423	2.563181051	2.025636208	1.457330098	0	0.012700803	0.009703027	0.815135681	0.819686105	0	0.010433434	0.049589354	3.731023091	0.119295359	2.921159105	0.531723718
Ir141	0.015354815	0.012018844	0.010107648	0.008741075	0	0.006053905	0.005606181	0.035618208	0.928435758	0.631889326	0.077034774	0.168775148	0.051854624	0.558011589	0.405476355	0.244806589	0	0.044297654	0	0.237608654	0.234194866	0	0.034656758	0	0.654368434	0.028994877	0.665684396	0.231538991
Ir142	0.003858912	0.052355644	0.002540208	0	0	0.042600374	0.050721123	0.084399165	2.61263571	1.862822573	0.271040589	0.35346563	0.230850185	1.569320646	1.019025771	0.767483619	0	0	0	0.649918876	0.396207065	0	0.006967835	0.089417342	1.913633338	0.046635961	1.565222112	0.84150719
Ir143	0.003818719	0.00797082	0.00251375	0	0	0	0.011153982	0	0.655458885	0.501466873	0.032842897	0.099938177	0.036846097	0.353549207	0.184144572	0.024765934	0	0.006295281	0.02404706	0.060467029	0.073870067	0	0	0	0.562193088	0.002884386	0.538753532	0.062012692
Ir144	0	0.012146015	0	0	0	0	0.022662008	0.00514216	1.617574768	1.054726334	0.144578476	0.162439139	0.137246974	1.010350634	0.552295375	0.360613084	0	0	0	0.268044304	0.323260085	0	0	0	1.052054698	0.02344136	0.866567348	0.319484478
Ir145	0.019160113	0.003999294	0	0	0	0	0.00559641	0	0.8072287	0.588264	0.076900478	0.088252016	0.101063512	0.520566694	0.369573166	0.124261478	0	0	0	0.148936204	0.085531643	0	0	0	0.37610125	0.026049904	0.382947196	0.066673648
Ir146	0.007664045	0.007998587	0	0	0	0	0	0.002539727	1.049729422	0.730013023	0.131829392	0.086246288	0.135573089	0.570302822	0.501563063	0.099409097	0	0	0	0.159968516	0.13114852	0.02899121	0	0	0.821482543	0.034733205	0.405473866	0.053338918
Ir147	0	0.008068874	0.007634021	0	0	0	0	0	0.542881624	0.407538785	0.066493884	0.089027546	0.054705721	0.294346641	0.257423468	0	0	0	0	0	0	0	0	0	0.079875017	0.011679478	0.102259091	0
Ir148	0	0.015978649	0	0	0	0.012072678	0.011179828	0	0.195766248	0.120348037	0.027432637	0.03806465	0.0147726	0.105979723	0.079102296	0	0	0.012619738	0	0	0	0.036196952	0.017278127	0.02956374	0.009885905	0.014455372	0	0.013319238
Ir149	0.015117432	0.027610263	0.027366174	0.002868637	0.013121619	0.011920616	0.011038974	0.005009637	0.442296818	0.342514718	0.092095599	0.043519426	0.082656763	0.3891464	0.260351836	0.012255294	0	0	0	0.027201681	0	0.007148181	0	0.01946089	0.078090889	0.008563969	0	0
Ir150	0.040325623	0.022955939	0.019305609	0.005565158	0.006363987	0.00578148	0.010707807	0.007289023	0.562502698	0.339019048	0.131371682	0.069077236	0.063670006	0.329891019	0.235705271	0	0	0.018130394	0.009234057	0.005277127	0.03273014	0	0	0	0.047342504	0.022152088	0.010775082	0
Ir151	0.003779351	0.007888674	0.002487836	0	0	0	0	0	0.887868087	0.636098971	0.032504425	0.057366559	0.041328424	0.490520257	0.364492995	0.020425537	0	0	0	0	0.050613488	0	0	0	0.156181506	0.037110427	0.155516535	0
Ir152	0.003599971	0.00751424	0	0	0	0	0.005257514	0	0.986162001	0.639198354	0.087724422	0.107403205	0.05094528	0.651019258	0.173596327	0.167321801	0	0	0.009067844	0	0.03214088	0	0	0	0	0	0	0
Ir153	0.007295439	0.015227851	0.004802373	0	0	0	0.015981743	0	2.232491838	1.403303491	0.146404206	0.173743116	0.178327467	1.123624328	0.804110154	0.145884963	0	0	0	0.01575258	0.037995165	0	0	0	0.075371152	0.005510469	0.096493151	0
Ir154	0.010943159	0.003806959	0.002401195	0	0	0	0	0	0.436378759	0.303599672	0.073202103	0.043913077	0.042235467	0.287218478	0.159147227	0	0	0	0.004594066	0.005250873	0.027139438	0.006899241	0	0	0	0	0	0
Ir155	0.022559786	0.015696366	0	0	0	0	0	0	0.162973386	0.166901819	0.021558407	0.025584156	0.002418616	0.081334124	0.094972698	0	0	0	0	0	0.005594896	0.049780591	0	0	0.019422593	0.002840011	0	0
